accx,accy,accz
0.2079,-0.4497,-0.838
0.2059,-0.4439,-0.8497
0.204,-0.4439,-0.8497
0.2079,-0.4517,-0.836
0.2001,-0.44,-0.8399
0.1961,-0.4381,-0.8418
0.2001,-0.4517,-0.8497
0.2079,-0.4439,-0.838
0.204,-0.4381,-0.8458
0.204,-0.4419,-0.8478
0.2079,-0.4556,-0.8399
0.2079,-0.4575,-0.8399
0.2098,-0.4458,-0.8399
0.2079,-0.4497,-0.8418
0.2118,-0.4497,-0.836
0.2098,-0.4458,-0.8399
0.2098,-0.4458,-0.8399
0.2098,-0.4478,-0.8439
0.2118,-0.4458,-0.8478
0.2138,-0.4497,-0.836
0.2157,-0.4419,-0.838
0.2079,-0.4419,-0.8439
0.2157,-0.4458,-0.8399
0.2196,-0.4439,-0.8399
0.2157,-0.4419,-0.8439
0.2196,-0.4419,-0.8399
0.2196,-0.4419,-0.8399
0.2235,-0.4478,-0.8418
0.2255,-0.4439,-0.8418
0.2235,-0.4458,-0.838
0.2255,-0.4419,-0.8458
0.2215,-0.436,-0.8497
0.2235,-0.4458,-0.836
0.2313,-0.4439,-0.8282
0.2333,-0.4381,-0.836
0.2333,-0.4458,-0.8341
0.2235,-0.4381,-0.8399
0.2294,-0.4341,-0.838
0.2333,-0.4439,-0.8458
0.2431,-0.4439,-0.836
0.2352,-0.436,-0.8341
0.2294,-0.436,-0.836
0.2333,-0.4419,-0.8321
0.2371,-0.4458,-0.836
0.2352,-0.4458,-0.8321
0.2411,-0.4419,-0.836
0.245,-0.4458,-0.836
0.2431,-0.4381,-0.838
0.2392,-0.4341,-0.836
0.2392,-0.4341,-0.836
0.2411,-0.4381,-0.8341
0.2431,-0.4439,-0.8399
0.2431,-0.44,-0.836
0.2411,-0.4439,-0.836
0.2431,-0.4439,-0.8341
0.2431,-0.4439,-0.8341
0.2431,-0.4439,-0.836
0.2489,-0.4419,-0.8341
0.2489,-0.44,-0.836
0.2489,-0.4439,-0.8439
0.2489,-0.4419,-0.8321
0.2509,-0.4419,-0.8302
0.2509,-0.4341,-0.8341
0.2431,-0.44,-0.836
0.2469,-0.44,-0.8341
0.2469,-0.4419,-0.8341
0.2489,-0.4419,-0.8321
0.2489,-0.4439,-0.838
0.2489,-0.4478,-0.8341
0.2509,-0.4381,-0.8478
0.2529,-0.436,-0.8224
0.2548,-0.4381,-0.836
0.2548,-0.4419,-0.836
0.2469,-0.4341,-0.8321
0.2489,-0.4321,-0.8321
0.2509,-0.4497,-0.8282
